30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,NonePublisher,NoneYear,NonePlacementId
31,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,NonePublisher,NoneYear,NonePlacementId
32,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,NonePublisher,NoneYear,NonePlacementId
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,NonePublisher,NoneYear,NonePlacementId
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien-Alan  Lee,NonePublisher,NoneYear,NonePlacementId
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith-Christopher  Lee-Richard Taylor,NonePublisher,NoneYear,NonePlacementId
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,NonePublisher,NoneYear,NonePlacementId
38,The Lord of the Rings Box Set,J.R.R. Tolkien,NonePublisher,NoneYear,NonePlacementId
40,Cooking with Fernet Branca (Gerald Samper  #1),James Hamilton-Paterson,NonePublisher,NoneYear,NonePlacementId
45,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas-David Heinemeier Hansson-Leon Breedt-Mike Clark-Thomas  Fuchs-Andreas  Schwarz,NonePublisher,NoneYear,NonePlacementId
50,Hatchet,Gary Paulsen,NonePublisher,NoneYear,NonePlacementId
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes-Edward Sciranko-Keith Vasconcelles,NonePublisher,NoneYear,NonePlacementId
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,NonePublisher,NoneYear,NonePlacementId
54,Molly Hatchet - 5 of the Best,Molly Hatchet,NonePublisher,NoneYear,NonePlacementId
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,NonePublisher,NoneYear,NonePlacementId
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight-Sahara Kelly-Judy Mays-Marteeka Karland-Kate Douglas-Shelby Morgen-Lacey Savage-Kate Hill-Willa Okati,NonePublisher,NoneYear,NonePlacementId
58,Changeling (Changeling  #1),Delia Sherman,NonePublisher,NoneYear,NonePlacementId
59,The Changeling Sea,Patricia A. McKillip,NonePublisher,NoneYear,NonePlacementId
61,The Changeling,Zilpha Keatley Snyder,NonePublisher,NoneYear,NonePlacementId
63,The Changeling,Kate Horsley,NonePublisher,NoneYear,NonePlacementId
66,The Changeling (Daughters of England  #15),Philippa Carr,NonePublisher,NoneYear,NonePlacementId
67,The Known World,Edward P. Jones,NonePublisher,NoneYear,NonePlacementId
68,The Known World,Edward P. Jones-Kevin R. Free,NonePublisher,NoneYear,NonePlacementId
69,The Known World,Edward P. Jones,NonePublisher,NoneYear,NonePlacementId
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,NonePublisher,NoneYear,NonePlacementId
72,Artesia: Adventures in the Known World,Mark Smylie,NonePublisher,NoneYear,NonePlacementId
73,The Known World,Edward P. Jones,NonePublisher,NoneYear,NonePlacementId
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee-William Howarth,NonePublisher,NoneYear,NonePlacementId
75,Uncommon Carriers,John McPhee,NonePublisher,NoneYear,NonePlacementId
76,Heirs of General Practice,John McPhee,NonePublisher,NoneYear,NonePlacementId
77,The Control of Nature,John McPhee,NonePublisher,NoneYear,NonePlacementId
78,Annals of the Former World,John McPhee,NonePublisher,NoneYear,NonePlacementId
79,Coming Into the Country,John McPhee,NonePublisher,NoneYear,NonePlacementId
80,La Place de la Concorde Suisse,John McPhee,NonePublisher,NoneYear,NonePlacementId
81,Giving Good Weight,John McPhee,NonePublisher,NoneYear,NonePlacementId
83,Rising from the Plains,John McPhee,NonePublisher,NoneYear,NonePlacementId
85,The Heidi Chronicles,Wendy Wasserstein,NonePublisher,NoneYear,NonePlacementId
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,NonePublisher,NoneYear,NonePlacementId
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,NonePublisher,NoneYear,NonePlacementId
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,NonePublisher,NoneYear,NonePlacementId
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker-Rolland Baker,NonePublisher,NoneYear,NonePlacementId
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,NonePublisher,NoneYear,NonePlacementId
93,Heidi,Johanna Spyri-Beverly Cleary-Angelo  Rinaldi,NonePublisher,NoneYear,NonePlacementId
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,NonePublisher,NoneYear,NonePlacementId
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker-Heidi Baker,NonePublisher,NoneYear,NonePlacementId
98,What to Expect the First Year (What to Expect),Heidi Murkoff-Sharon Mazel-Heidi Murkoff-Arlene Eisenberg-Sandee Hathaway-Mark D. Widome,NonePublisher,NoneYear,NonePlacementId
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss-Libby Keatinge,NonePublisher,NoneYear,NonePlacementId
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,NonePublisher,NoneYear,NonePlacementId
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,NonePublisher,NoneYear,NonePlacementId
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,NonePublisher,NoneYear,NonePlacementId
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,NonePublisher,NoneYear,NonePlacementId
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,NonePublisher,NoneYear,NonePlacementId
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,NonePublisher,NoneYear,NonePlacementId
110,The Road to Dune (Dune Universe),Frank Herbert-Brian Herbert-Kevin J. Anderson,NonePublisher,NoneYear,NonePlacementId
112,Children of Dune (Dune Chronicles #3),Frank Herbert,NonePublisher,NoneYear,NonePlacementId
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,NonePublisher,NoneYear,NonePlacementId
122,The Power of One (The Power of One  #1),Bryce Courtenay,NonePublisher,NoneYear,NonePlacementId
123,The Power of One (The Power of One  #1),Bryce Courtenay,NonePublisher,NoneYear,NonePlacementId
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell-Stephen R. Graves-Thomas G. Addington,NonePublisher,NoneYear,NonePlacementId
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,NonePublisher,NoneYear,NonePlacementId
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,NonePublisher,NoneYear,NonePlacementId
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,NonePublisher,NoneYear,NonePlacementId
133,eBay for Dummies,Marsha Collier,NonePublisher,NoneYear,NonePlacementId
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta-Lisa Suttora,NonePublisher,NoneYear,NonePlacementId
137,Starting an eBay Business for Dummies,Marsha Collier,NonePublisher,NoneYear,NonePlacementId
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,NonePublisher,NoneYear,NonePlacementId
139,ebay Timesaving Techniques for Dummies,Marsha Collier,NonePublisher,NoneYear,NonePlacementId
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,NonePublisher,NoneYear,NonePlacementId
141,Ruby Cookbook,Lucas Carlson-Leonard Richardson,NonePublisher,NoneYear,NonePlacementId
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,NonePublisher,NoneYear,NonePlacementId
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,NonePublisher,NoneYear,NonePlacementId
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,NonePublisher,NoneYear,NonePlacementId
151,Anna Karenina,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky,NonePublisher,NoneYear,NonePlacementId
152,Anna Karenina,Leo Tolstoy-David Magarshack-Priscilla Meyer,NonePublisher,NoneYear,NonePlacementId
153,Anna Karenina,Leo Tolstoy-Richard Pevear-Larissa Volokhonsky-John Bayley,NonePublisher,NoneYear,NonePlacementId
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman-Leo Tolstoy,NonePublisher,NoneYear,NonePlacementId
155,Anna Karenina,Leo Tolstoy-Amy Mandelker-Constance Garnett,NonePublisher,NoneYear,NonePlacementId
156,Anna Karenina,Leo Tolstoy-Louise Maude-Aylmer Maude,NonePublisher,NoneYear,NonePlacementId
157,Anna Karenina,Leo Tolstoy-Constance Garnett-Amy Mandelker,NonePublisher,NoneYear,NonePlacementId
159,Dinner with Anna Karenina,Gloria Goldreich,NonePublisher,NoneYear,NonePlacementId
160,Tolstoy: Anna Karenina,Anthony Thorlby,NonePublisher,NoneYear,NonePlacementId
162,Untouchable,Mulk Raj Anand-E.M. Forster,NonePublisher,NoneYear,NonePlacementId
163,The Untouchable,John Banville,NonePublisher,NoneYear,NonePlacementId
164,The Untouchables,Eliot Ness-Oscar Fraley,NonePublisher,NoneYear,NonePlacementId
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,NonePublisher,NoneYear,NonePlacementId
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar-Y.N. Kly,NonePublisher,NoneYear,NonePlacementId
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon-Gail Omvedt-Eleanor Zelliot,NonePublisher,NoneYear,NonePlacementId
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,NonePublisher,NoneYear,NonePlacementId
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello-Patty Carratello-Theresa Wright,NonePublisher,NoneYear,NonePlacementId
180,Wrinkles in Time,George Smoot-Keay Davidson,NonePublisher,NoneYear,NonePlacementId
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,NonePublisher,NoneYear,NonePlacementId
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,NonePublisher,NoneYear,NonePlacementId
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,NonePublisher,NoneYear,NonePlacementId
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,NonePublisher,NoneYear,NonePlacementId
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,NonePublisher,NoneYear,NonePlacementId
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor-Charley Boorman-Robert Uhlig,NonePublisher,NoneYear,NonePlacementId
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,NonePublisher,NoneYear,NonePlacementId
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford-James Lee Burke,NonePublisher,NoneYear,NonePlacementId
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford-Lawrence Block,NonePublisher,NoneYear,NonePlacementId
216,Miami Blues (Hoke Mosely #1),Charles Willeford-Elmore Leonard,NonePublisher,NoneYear,NonePlacementId
231,I am Charlotte Simmons,Tom Wolfe,NonePublisher,NoneYear,NonePlacementId
237,Poetry for Young People: Edward Lear,Edward Lear-Laura Huliska-Beith-Edward Mendelson,NonePublisher,NoneYear,NonePlacementId
244,The Puffin Book of Nonsense Verse,Quentin Blake,NonePublisher,NoneYear,NonePlacementId
245,Henry Miller on Writing,Henry Miller-Thomas H. Moore,NonePublisher,NoneYear,NonePlacementId
247,Quiet Days in Clichy,Henry Miller,NonePublisher,NoneYear,NonePlacementId
249,Tropic of Cancer,Henry Miller-Jiří Níl,NonePublisher,NoneYear,NonePlacementId
250,Tropic of Capricorn,Henry Miller,NonePublisher,NoneYear,NonePlacementId
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,NonePublisher,NoneYear,NonePlacementId
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,NonePublisher,NoneYear,NonePlacementId
253,The Air-Conditioned Nightmare,Henry Miller,NonePublisher,NoneYear,NonePlacementId
264,The Portrait of a Lady,Henry James-Patricia Crick,NonePublisher,NoneYear,NonePlacementId
269,The Portrait of a Lady,Henry James-Gabriel Brownstein-Mary Cregan,NonePublisher,NoneYear,NonePlacementId
275,The Lover,Marguerite Duras-Barbara Bray-Maxine Hong Kingston,NonePublisher,NoneYear,NonePlacementId
278,The War,Marguerite Duras-Barbara Bray-قلسم روبین,NonePublisher,NoneYear,NonePlacementId
280,The Ravishing of Lol Stein,Marguerite Duras-Richard Seever,NonePublisher,NoneYear,NonePlacementId
281,Destroy  She Said,Marguerite Duras-Barbara Bray-Helen Lane Cumberford,NonePublisher,NoneYear,NonePlacementId
283,L'Amant de la Chine du Nord,Marguerite Duras,NonePublisher,NoneYear,NonePlacementId
285,Love Letters,Kahlil Gibran-Suheil Bushrui-Salma H. Al-Kuzbari,NonePublisher,NoneYear,NonePlacementId
288,Kahlil Gibran: His Life and World,Jean Gibran-جبران خليل جبران-Kahlil Gibran,NonePublisher,NoneYear,NonePlacementId
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran-John Walbridge-Robin Waterfield,NonePublisher,NoneYear,NonePlacementId
290,Jesus the Son of Man,Kahlil Gibran-جبران خليل جبران,NonePublisher,NoneYear,NonePlacementId
291,The Broken Wings,Kahlil Gibran-جبران خليل جبران-Anthony R. Ferris,NonePublisher,NoneYear,NonePlacementId
292,Sand and Foam,Kahlil Gibran-جبران خليل جبران,NonePublisher,NoneYear,NonePlacementId
295,Treasure Island,Robert Louis Stevenson,NonePublisher,NoneYear,NonePlacementId
296,Treasure Island,Robert Louis Stevenson-Scott McKowen,NonePublisher,NoneYear,NonePlacementId
297,Treasure Island,Robert Louis Stevenson,NonePublisher,NoneYear,NonePlacementId
298,Treasure Island,Robert Louis Stevenson-N.C. Wyeth-Timothy Meis,NonePublisher,NoneYear,NonePlacementId
299,Treasure Island,Robert Louis Stevenson-Milo Winter,NonePublisher,NoneYear,NonePlacementId
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken-A.J. McAllister-Robert Louis Stevenson,NonePublisher,NoneYear,NonePlacementId
304,Daniel Deronda,George Eliot-Edmund White,NonePublisher,NoneYear,NonePlacementId
313,100 Years of Lynchings,Ralph Ginzburg,NonePublisher,NoneYear,NonePlacementId
320,One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,NonePublisher,NoneYear,NonePlacementId
324,Cien años de soledad,Gabriel García Márquez,NonePublisher,NoneYear,NonePlacementId
325,Cien años de soledad,Gabriel García Márquez,NonePublisher,NoneYear,NonePlacementId
330,On Beyond Zebra!,Dr. Seuss,NonePublisher,NoneYear,NonePlacementId
332,The Wedding Clause,Debbie Raleigh,NonePublisher,NoneYear,NonePlacementId
333,The Zebra Wall,Kevin Henkes,NonePublisher,NoneYear,NonePlacementId
337,El perfume: Historia de un asesino,Patrick Süskind,NonePublisher,NoneYear,NonePlacementId
338,Jitterbug Perfume,Tom Robbins,NonePublisher,NoneYear,NonePlacementId
343,Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,NonePublisher,NoneYear,NonePlacementId
347,Off the Main Sequence: The Other Science Fiction Stories of Robert A. Heinlein,Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
348,The Door Into Summer,Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
349,The Moon is a Harsh Mistress,Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
350,Stranger in a Strange Land,Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
352,The Notebooks of Lazarus Long,Robert A. Heinlein-Stephen Hickman,NonePublisher,NoneYear,NonePlacementId
354,To Sail Beyond the Sunset,Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
355,Job: A Comedy of Justice,Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,NonePublisher,NoneYear,NonePlacementId
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,NonePublisher,NoneYear,NonePlacementId
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,NonePublisher,NoneYear,NonePlacementId
360,Mostly Harmless (Hitchhiker's Guide to the Galaxy  #5),Douglas Adams,NonePublisher,NoneYear,NonePlacementId
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,NonePublisher,NoneYear,NonePlacementId
367,Douglas Adams's Starship Titanic,Terry Jones,NonePublisher,NoneYear,NonePlacementId
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams-Christopher Cerf,NonePublisher,NoneYear,NonePlacementId
378,The Phantom Tollbooth,Norton Juster-Jules Feiffer,NonePublisher,NoneYear,NonePlacementId
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus-Norton Juster,NonePublisher,NoneYear,NonePlacementId
385,On Bullshit,Harry G. Frankfurt,NonePublisher,NoneYear,NonePlacementId
386,Another Bullshit Night in Suck City,Nick Flynn,NonePublisher,NoneYear,NonePlacementId
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,NonePublisher,NoneYear,NonePlacementId
397,The Gettysburg Address,Abraham Lincoln-Michael McCurdy,NonePublisher,NoneYear,NonePlacementId
399,Underworld,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
400,Libra,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
402,Mao II,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
403,Americana,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
404,Running Dog,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
406,Cosmopolis,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
407,Great Jones Street,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
408,The Names,Don DeLillo,NonePublisher,NoneYear,NonePlacementId
409,Against the Day,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
410,V.,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
411,The Crying of Lot 49,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
412,Gravity's Rainbow,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
413,Mason & Dixon,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
414,Vineland,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
415,Gravity's Rainbow,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
416,Slow Learner: Early Stories,Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
418,Been Down So Long It Looks Like Up To Me,Richard Fariña-Thomas Pynchon,NonePublisher,NoneYear,NonePlacementId
420,The Year of Magical Thinking,Joan Didion,NonePublisher,NoneYear,NonePlacementId
421,The White Album,Joan Didion,NonePublisher,NoneYear,NonePlacementId
422,A Book of Common Prayer,Joan Didion,NonePublisher,NoneYear,NonePlacementId
423,Where I Was From,Joan Didion,NonePublisher,NoneYear,NonePlacementId
425,Democracy,Joan Didion,NonePublisher,NoneYear,NonePlacementId
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion-John Leonard,NonePublisher,NoneYear,NonePlacementId
428,Play It as It Lays,Joan Didion-David Thomson,NonePublisher,NoneYear,NonePlacementId
431,The New York Trilogy,Paul Auster-Art Spiegelman-Luc Sante,NonePublisher,NoneYear,NonePlacementId
432,City of Glass (The New York Trilogy  #1),Paul Auster,NonePublisher,NoneYear,NonePlacementId
434,Ghosts (The New York Trilogy  #2),Paul Auster,NonePublisher,NoneYear,NonePlacementId
435,The Locked Room (The New York Trilogy  #3),Paul Auster,NonePublisher,NoneYear,NonePlacementId
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon-Preston B. Nichols-Nina Helms,NonePublisher,NoneYear,NonePlacementId
446,The Brooklyn Follies,Paul Auster,NonePublisher,NoneYear,NonePlacementId
447,Moon Palace,Paul Auster,NonePublisher,NoneYear,NonePlacementId
449,Timbuktu,Paul Auster,NonePublisher,NoneYear,NonePlacementId
450,Neon Lit: Paul Auster's City of Glass,Paul Karasik-David Mazzucchelli-Paul Auster-Bob Callahan,NonePublisher,NoneYear,NonePlacementId
453,The Music of Chance,Paul Auster,NonePublisher,NoneYear,NonePlacementId
454,Travels in the Scriptorium,Paul Auster,NonePublisher,NoneYear,NonePlacementId
456,Leviathan,Paul Auster,NonePublisher,NoneYear,NonePlacementId
463,The Red Notebook: True Stories,Paul Auster,NonePublisher,NoneYear,NonePlacementId
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,NonePublisher,NoneYear,NonePlacementId
472,Why Write?,Paul Auster,NonePublisher,NoneYear,NonePlacementId
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,NonePublisher,NoneYear,NonePlacementId
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb-Glen C. Strathy,NonePublisher,NoneYear,NonePlacementId
477,Collapse of Complex Societies,Joseph A. Tainter,NonePublisher,NoneYear,NonePlacementId
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,NonePublisher,NoneYear,NonePlacementId
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,NonePublisher,NoneYear,NonePlacementId
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo-Gloria Bird-Beth Cuthand-Valerie Martinez-Patricia Blanco,NonePublisher,NoneYear,NonePlacementId
493,My Inventions,Nikola Tesla,NonePublisher,NoneYear,NonePlacementId
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer-William H. Terbo,NonePublisher,NoneYear,NonePlacementId
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,NonePublisher,NoneYear,NonePlacementId
498,Tesla Papers,Nikola Tesla-David Hatcher Childress,NonePublisher,NoneYear,NonePlacementId
505,The Invention of Tradition,Eric Hobsbawm-Terence O. Ranger-Hugh Trevor-Roper-Prys Morgan-David Cannadine-Bernard S. Cohn,NonePublisher,NoneYear,NonePlacementId
511,Boys of Summer,Julie Elizabeth Leto-Leslie Kelly-Kimberly Raye,NonePublisher,NoneYear,NonePlacementId
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas-Chad Fowler-Andy Hunt,NonePublisher,NoneYear,NonePlacementId
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly-CliffsNotes-William Golding,NonePublisher,NoneYear,NonePlacementId
524,Lord of the Flies,William Golding,NonePublisher,NoneYear,NonePlacementId
525,Lord of the Flies,William Golding-Ben Gibson-E.M. Forster-Edmund L. Epstein,NonePublisher,NoneYear,NonePlacementId
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,NonePublisher,NoneYear,NonePlacementId
534,We Were Not Like Other People,Ephraim Sevela-Antonina W. Bouis,NonePublisher,NoneYear,NonePlacementId
537,The Lovely Bones,Alice Sebold,NonePublisher,NoneYear,NonePlacementId
538,The Lovely Bones,Alice Sebold,NonePublisher,NoneYear,NonePlacementId
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,NonePublisher,NoneYear,NonePlacementId
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea-Molly E. Holzschlag,NonePublisher,NoneYear,NonePlacementId
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,NonePublisher,NoneYear,NonePlacementId
576,1000 Record Covers,Michael Ochs-Patrick Javault-Ulrike Wasel,NonePublisher,NoneYear,NonePlacementId
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,NonePublisher,NoneYear,NonePlacementId
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,NonePublisher,NoneYear,NonePlacementId
604,Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,NonePublisher,NoneYear,NonePlacementId
619,Vice (V  #8),Jane Feather,NonePublisher,NoneYear,NonePlacementId
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,NonePublisher,NoneYear,NonePlacementId
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley-Carol Heyer-Scott Goto,NonePublisher,NoneYear,NonePlacementId
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto-Thomas J. Steele,NonePublisher,NoneYear,NonePlacementId
643,Motorcycle Basics Techbook,John Harold Haynes,NonePublisher,NoneYear,NonePlacementId
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel-Bill Gardner,NonePublisher,NoneYear,NonePlacementId
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy-Hugh McLean,NonePublisher,NoneYear,NonePlacementId
656,War and Peace,Leo Tolstoy-Henry Gifford-Aylmer Maude-Louise Maude,NonePublisher,NoneYear,NonePlacementId
